sentence,entities,gt_relation,pred_relation,pred_edge,is_edge_test_contradictory,exec_time
"The recipient receives the call through a miniature radio receiver carried on his person, the receiver having a built-in ferritic antenna.","['recipient', 'receiver']",11,1,"('receiver', 'recipient')",True,00:00:38
"He carried with him an old wicker basket containing stale biscuits, some cured ham, and a bottle full of goat's milk.","['basket', 'biscuits']",5,-1,[],False,00:00:28
Paternally derived genetic material is inherited to the next generation.,"['genetic material', 'generation']",6,0,"('genetic material', 'generation')",False,00:00:23
The power cord of the dryer connects to a terminal block at the rear of the dryer.,"['power cord', 'dryer']",2,-1,[],False,00:00:33
"As a fraternity of adults we have a right to question the GM, and should expect a reasonable response.","['fraternity', 'adults']",13,-1,[],False,00:00:36
"It was an immense flight of gulls, seamews, and cormorants; a vast multitude of affrighted sea birds.","['flight', 'gulls']",13,-1,[],False,00:00:42
The exhibition comprises original drawings featuring famous landmarks between Plymouth and London.,"['drawings', 'landmarks']",14,1,"('landmarks', 'drawings')",False,00:00:27
"The Water Information Program is a public information program sponsored by the water districts, organizations and agencies in the San Juan and Dolores watersheds of Southwestern Colorado.","['program', 'districts']",18,1,"('districts', 'program')",False,00:00:25
"While the job was good, Ahmed's daily exposure to the troupe of circus performers and artists continued to pique his interest.","['troupe', 'performers']",13,-1,[],False,00:01:20
Scientists recently succeeded in wiping out a nasty memory from the mind of a genetically-engineered mouse.,"['memory', 'mouse']",18,1,"('mouse', 'memory')",True,00:00:47
"Cigarettes are used by women in order to relax, to avoid gaining weight, and to appear attractive, mature and feminine.","['Cigarettes', 'women']",10,-1,[],False,00:00:44
Bitewing x-rays are used by dentists in order to determine if any cavities exist within the mouth.,"['x-rays', 'dentists']",10,1,"('dentists', 'x-rays')",False,00:00:19
English cricket has now been dragged into the whole revolting business.,"['cricket', 'business']",6,1,"('business', 'cricket')",True,00:00:47
The space monkey travels into space.,"['space monkey', 'space']",6,-1,[],False,00:00:28
"Any country gentleman who liked the sport kept a small pack of hounds, and rode over his own lands or the lands of such of his neighbours as had no similar establishments of their own.","['pack', 'hounds']",13,1,"('hounds', 'pack')",True,00:00:49
The plain HTTP request was sent to an HTTPS port.,"['request', 'port']",6,0,"('request', 'port')",True,00:00:41
"The girl, in her first holiday season as an Elm Creek Quilter, creates a quilt for her best friend even as she begins to question her feelings for him.","['girl', 'quilt']",17,0,"('girl', 'quilt')",False,00:00:19
"The small box was placed inside the large box and the 4-inch of surrounding space filled with either shredded fabric, fiberglass insulation or no insulation.","['box', 'box']",6,-1,[],False,00:00:27
"And in every single trial, the sponsoring manufacturer's drug came out as better than, or equal to, the others in the trial.","['manufacturer', 'drug']",17,0,"('manufacturer', 'drug')",False,00:00:39
The size of the scissors used by a beginning stylist for learning to cut the hair is actually determined more by the size of his or her hands.,"['scissors', 'stylist']",10,1,"('stylist', 'scissors')",False,00:00:27
My little brother's tooth was in a cup of water the other day and I nearly fainted when I saw it.,"['tooth', 'cup']",4,-1,[],False,00:00:44
"Located by the river at Circular Road, Cong, between actual locations used for the filming, the ground floor of the cottage has been designed as an exact replica of 'White-o-Mornin' Cottage.","['floor', 'cottage']",2,1,"('cottage', 'floor')",True,00:00:57
"Day after day, then, he has put himself into a hornets' nest, or what the Scottish call a bike of bees.","['bike', 'bees']",13,-1,[],False,00:00:47
"As his hand was put inside the glass box, he had to guess what creepy animal was inside.","['hand', 'box']",6,-1,[],False,00:00:38
"While many farmers did their plowing the land with a single furrow plow, some large-scale farmers began to use a multiple share or bukker plow.","['plowing', 'plow']",18,1,"('plow', 'plowing')",False,00:00:33
Letters were be submitted by 5 p.m. on the Wednesday before publication by mail.,"['publication', 'mail']",18,-1,[],False,00:00:53
My passport was in a trunk under my bed.,"['passport', 'trunk']",4,-1,[],False,00:00:31
"Recently, a huge amount of commercial fish and shellfish have migrated to cooler water.","['fish', 'water']",6,1,"('water', 'fish')",False,00:00:25
The murder has dragged the victim into the water.,"['victim', 'water']",6,-1,[],False,00:00:51
"The first bank in Loudoun County, the short-lived Loudoun Company, held meetings in the cellar of this dwelling beginning around 1815, hence the name Bank House.","['cellar', 'dwelling']",2,1,"('dwelling', 'cellar')",False,00:00:40
The outer segment is comprised of a membrane which is folded into several layers of disks.,"['segment', 'membrane']",18,-1,[],False,00:00:27
"In this section, we are going to follow SRR Sandy as she raises a litter of pups.","['litter', 'pups']",13,1,"('pups', 'litter')",False,00:00:42
The shed got put up by these people who arrived and made it.,"['shed', 'people']",16,1,"('people', 'shed')",False,00:00:19
The session discussed about inter-loans of performance sets.,"['session', 'inter-loans']",14,-1,[],False,00:00:30
"Too often, students were misplaced into alternative schools.","['students', 'schools']",6,-1,[],False,00:00:23
"A deceit of lapwings, with their beautiful crests, made a pretty dish to set before the king.","['deceit', 'lapwings']",13,-1,[],False,00:00:30
The authors assessed the reliability of the basic diagnostic methods in series of 181 patients with bladder tumoursas compared with operative findings.,"['authors', 'series']",11,-1,[],False,00:00:36
The painting represents the last meal shared by Jesus with his disciples before his capture and death.,"['painting', 'meal']",14,1,"('meal', 'painting')",False,00:00:29
Two pillars of a bridge at Karsaz Road have collapsed today morning.,"['pillars', 'bridge']",2,0,"('pillars', 'bridge')",False,00:00:30
All other blood products are derived from whole blood.,"['blood', 'products']",9,0,"('blood', 'products')",False,00:00:21
"Since no computers were then available to him, he hand-simulated the Boxes algorithm, using a device made from an assembly of matchboxes.","['device', 'matchboxes']",18,1,"('matchboxes', 'device')",False,00:00:24
"Compared to running barefoot, running in conventional running shoes increases stress on the knee joints up to 38%.","['running', 'shoes']",18,-1,[],False,00:00:40
"The packet of corn tortillas, which was inside a box, said ""contains wheat"".","['packet', 'box']",4,-1,[],False,00:00:22
Detectives are sifting through hundreds of mobile telephone records in an effort to trace a call made by the Graff jewellery robbers as they stood outside the store two days before the successful heist.,"['call', 'robbers']",16,1,"('robbers', 'call')",False,00:00:29
"Two years ago, being a sugar company in india was a sweet proposition.","['sugar', 'company']",16,-1,[],False,00:00:42
Two prices arrived to the hotel.,"['prices', 'hotel']",6,-1,[],False,00:00:20
A 300-pound Siberian tiger that killed a visitor escaped from its high-walled pen on its own.,"['tiger', 'pen']",8,-1,[],False,00:00:34
A comb was hidden in an envelope at the bottom of a paper folder stuck to the wall.,"['comb', 'envelope']",4,-1,[],False,00:00:20
This machine has two heating units and two cooling units.,"['machine', 'units']",3,0,"('machine', 'units')",True,00:00:50
The tailpiece anchors the strings to the lower bout of the violin by means of the tailgut.,"['bout', 'violin']",2,-1,[],False,00:00:27
"Recently, in China, more people are moving into big cities.","['people', 'cities']",6,0,"('people', 'cities')",False,00:00:25
"An overdose of lime juice with salt also acts as an excellent purgative without any side effects, thereby giving relief in constipation.","['lime', 'juice']",9,0,"('lime', 'juice')",True,00:00:34
In my case the solution was to lock the padlock on the security pane itself.,"['padlock', 'pane']",2,-1,[],False,00:00:38
"To develop a rampart, troops piled up the dirt into a small hill.","['troops', 'hill']",17,0,"('troops', 'hill')",False,00:00:24
The fridge was inside a mahogany case.,"['fridge', 'mahogany case']",4,-1,[],False,00:00:37
The postcard took the reader into the author's past.,"['reader', 'past']",18,-1,[],False,00:00:25
The White Paper Full Employment in Australia was the defining document of economic policy in Australia for the 30 years between 1945 and 1975.,"['document', 'economic policy']",14,0,"('document', 'economic policy')",False,00:00:30
These emotionally wrenching experiences encouraged the volunteers to seek the comradeship of fellow veterans.,"['comradeship', 'veterans']",18,1,"('veterans', 'comradeship')",True,00:00:46
"Gwathmey famously prefers curves to angularity and, though these are absent from the facade, they recur in the lobby of the building, with rounded pylons and legato movements through space.","['lobby', 'building']",2,1,"('building', 'lobby')",False,00:00:41
"The priest mixes the Holy Oil and the wine with a spoon and pours it into small containers, as many as there be priests.","['priest', 'spoon']",11,-1,[],False,00:00:32
The Senator donated money to a local charity.,"['money', 'charity']",6,-1,[],False,00:00:33
This bag was in a bin with other santa bags (out of package).,"['bag', 'bin']",4,-1,[],False,00:00:20
The freshness of ale in a carton is the limiting factor.,"['ale', 'carton']",4,-1,[],False,00:00:35
The statute applied to the six dominions which existed in 1931.,"['statute', 'dominions']",14,-1,[],False,00:00:53
"Clay County, a small but thriving colony grows in the seepage spring which is the source of the creek.","['spring', 'creek']",18,0,"('spring', 'creek')",False,00:00:28
New portable electronic devices are running into temperature sensitivity issues.,"['devices', 'issues']",18,0,"('devices', 'issues')",False,00:00:31
It is a cable television specialty channel showing sports and sport-related shows.,"['channel', 'sports']",14,1,"('sports', 'channel')",False,00:00:30
"While melting butter on the stove is the preferred method, because it gives you more control over the process, you can also melt butter in a microwave.","['stove', 'method']",18,-1,[],False,00:00:42
The teacher covers the candle with a tall glass.,"['teacher', 'glass']",11,0,"('teacher', 'glass')",True,00:00:59
"Physiotherapy was focused on admission avoidance, prevention of deterioration after admission and facilitating early discharge.","['Physiotherapy', 'admission avoidance']",18,0,"('Physiotherapy', 'admission avoidance')",False,00:00:28
"Moreover, the knightly ethic was based on a sense of honour and reflected the ideal of a comradeship of arms.","['comradeship', 'arms']",18,-1,[],False,00:00:31
"The photomask is usually prepared with a photoplotter from data produced by a technician using CAM, or computer-aided manufacturing software.","['data', 'technician']",16,1,"('technician', 'data')",False,00:00:24
"Actually on the strength of matrimonial alliances of the Bhargavas with ruling families of Kanyakubja and Ayoddhya, Parasurama organised a confederacy of various kingdoms including Vaisali, Videha, Kasi, Kanyakubja and Ayodhya which fought the Haihayas on various batterfields.","['confederacy', 'kingdoms']",13,1,"('kingdoms', 'confederacy')",False,00:00:36
He painstakingly taught the chords to the young troubadour's anti-establishment broadsides.,"['troubadour', 'broadsides']",17,0,"('troubadour', 'broadsides')",False,00:00:39
Narcotic goods have been imported into several states in Australia.,"['goods', 'states']",6,-1,[],False,00:00:34
Another program to increase the population of French settlers was the selection of 770 women to make the journey to New France.,"['population', 'settlers']",13,1,"('settlers', 'population')",False,00:00:29
This oven has a flat belt conveyor with three zones and complete controls.,"['oven', 'conveyor']",3,0,"('oven', 'conveyor')",True,00:00:40
"All psychiatrists are familiar with antipsychotic, anti-anxiety, and antidepressant medications, whose origins date to the 1950s.","['psychiatrists', 'medications']",11,-1,[],False,00:00:30
Some sections have been denoted with an asterisk.,"['sections', 'asterisk']",18,0,"('sections', 'asterisk')",False,00:00:29
The assigned cashier code serves to identify the cashier using the electronic cash register.,"['cashier', 'register']",11,-1,[],False,00:00:28
The report emphasised the need for better co-ordination between the agencies.,"['report', 'need']",14,0,"('report', 'need')",False,00:00:28
"The corpse of a murderer was dangling from the noose, twisting in the wind.","['corpse', 'noose']",18,1,"('noose', 'corpse')",False,00:00:32
"In theory, boards of independent directors look after the interests of individual shareholders.","['boards', 'directors']",13,0,"('boards', 'directors')",True,00:00:50
"For the last two years, the team has constructed two gardens out of recycled materials.","['team', 'gardens']",17,0,"('team', 'gardens')",True,00:02:00
"The pouches of female wallabies, like those of other macropods, are front-opening.","['pouches', 'wallabies']",2,-1,[],False,00:00:48
In 1858 a shoemaker invented a machine for sewing the soles of shoes to the uppers.,"['shoemaker', 'machine']",17,0,"('shoemaker', 'machine')",False,00:00:21
A gam of whales migrates to breeding lagoons every season.,"['gam', 'whales']",13,1,"('whales', 'gam')",True,00:00:43
He takes words into action.,"['words', 'action']",18,0,"('words', 'action')",False,00:00:22
The sample was contained in a 5-mm glass tube surrounded by oscillator and receiver coils at right angles to one another.,"['sample', 'glass tube']",4,-1,[],False,00:00:22
I'm about to delve into Buchholz's pitch F/X and pitch data to try to find some sort of answer here using guidelines from Allen's article plus Buchholz's run values as shown here.,"['guidelines', 'article']",8,1,"('article', 'guidelines')",False,00:00:23
The freeze-dried dura mater was placed into warm sterile saline for 20 minutes before grafting.,"['mater', 'saline']",6,-1,[],False,00:00:52
These text messages are sent to the outer space.,"['text messages', 'outer space']",6,-1,[],False,00:00:34
Stanford researchers have coated paper with carbon nanotubes and silver nanowires to serve as electricity storage devices.,"['researchers', 'paper']",11,0,"('researchers', 'paper')",False,00:00:34
"Unfortunately, Cleo the stuffed dog was in a trunk that was stolen back in 1975.","['stuffed dog', 'trunk']",4,-1,[],False,00:00:28
The martyrs conquered the fears associated with persecution and always remained loyal to the Lord.,"['martyrs', 'persecution']",18,1,"('persecution', 'martyrs')",False,00:00:25
Here is a picture of the artist taking a photograph of a young girl in front of a vegetable stand on Mulberry Street in New York City.,"['artist', 'photograph']",17,0,"('artist', 'photograph')",False,00:00:26
The therapist treats the patient with a certain kind of manual therapy.,"['therapist', 'therapy']",11,0,"('therapist', 'therapy')",False,00:00:28
The program assists separating families in high conflict over parenting arrangements.,"['program', 'families']",10,0,"('program', 'families')",True,00:00:43
This document is part of the WHO information series on school health.,"['document', 'series']",2,-1,[],False,00:00:33
Two deers ran into cars.,"['deers', 'cars']",6,0,"('deers', 'cars')",True,00:00:50
We got a ball with catnip inside.,"['ball', 'catnip']",3,-1,[],False,00:00:54
Secretary Tim Geithner came along with a fistful of taxpayer dollars.,"['fistful', 'dollars']",18,1,"('dollars', 'fistful')",True,00:00:51
This is due to a unique design that filters the dirt through the bag and not the blower fan.,"['design', 'bag']",3,0,"('design', 'bag')",False,00:00:28
"Accidentally, the electricity flew into the water on the ground.","['electricity', 'water']",6,0,"('electricity', 'water')",False,00:00:26
The lead serves both as an introduction to the article and as a summary of the important aspects of the subject of the article.,"['summary', 'aspects']",14,1,"('aspects', 'summary')",False,00:00:28
The device shown in the figure rotates.,"['device', 'figure']",15,-1,[],False,00:00:26
The symposium was attended by a constellation of artists and writers.,"['constellation', 'artists']",13,-1,[],False,00:00:59
"These days, with a decent income landing in my bank account from writing, and the beginnings of some success as a fiction writer, I feel I have enough of the trappings to unashamedly admit to being a writer.","['fiction', 'writer']",16,1,"('writer', 'fiction')",False,00:00:31
"The academic staff at the UvH comprises scholars in humanistics, religious and cultural scholars, social scientists, philosophers and historians.","['staff', 'philosophers']",13,-1,[],False,00:00:31
The artist's installation studies the relationships between man and nature.,"['installation', 'relationships']",14,0,"('installation', 'relationships')",True,00:00:48
The sail had an important roach and had adjustable batten fittings on the leech and luff receptacles.,"['sail', 'roach']",3,0,"('sail', 'roach')",True,00:00:50
Next was a stop at Christien Meindertsma's gorgeous knitting exhibition where she and an assistant knit a giant really thick woolen rug using six-foot-long needles.,"['assistant', 'rug']",17,0,"('assistant', 'rug')",False,00:00:36
"""Just like real baseball,"" he told the card manufacturer's reps as he tried to flog the game at toy fairs.","['card', 'manufacturer']",16,1,"('manufacturer', 'card')",False,00:00:26
"The name of the climactic battle cue, ""Neodammerung"" is derived from the German word Gotterdammerung, literally ""twilight of the gods"".","['name', 'word']",8,1,"('word', 'name')",False,00:00:22
She gave him a bottle with wine in it.,"['bottle', 'wine']",5,-1,[],False,00:00:21
This document is issued from 28 locations across the country and 160 Indian missions abroad.,"['document', 'locations']",16,1,"('locations', 'document')",False,00:00:26
This specific machine has been fitted with a Mirus automatic sheet feeder thereby increasing the capacity on large runs.,"['machine', 'feeder']",3,1,"('feeder', 'machine')",True,00:00:45
The dominant method that the Roman mathematicians used to identify a year for dating purposes was to name it after the two consuls who took office in it.,"['method', 'mathematicians']",10,1,"('mathematicians', 'method')",False,00:00:31
He stuffed cash into his shirt as he fled the robbery.,"['cash', 'shirt']",6,-1,[],False,00:00:31
I especially love the way the scroll wheel of the mouse riffles through the tabs; it's so fast and easy.,"['scroll wheel', 'mouse']",2,1,"('mouse', 'scroll wheel')",False,00:00:37
This is the site deep inside the earth where fault movement begin.,"['site', 'earth']",18,1,"('earth', 'site')",False,00:00:34
This outlaw has exported terrorism to our society.,"['terrorism', 'society']",6,-1,[],False,00:00:35
"Thus, we have set-up, early on, a familiar literary dynamic --- two compeers of different ages thrown together: Huck Finn and Nigger Jim, Holden Caufield and sister Phoebe, hell --- maybe even Dmitri Karamazov and Alyosha (or, if we stretch it far enough, Falstaff and Prince Hal).","['compeers', 'ages']",18,-1,[],False,00:00:34
A food and beverage manufacturer found that lack of partnered planning with their service provider counterparts deeply divided the two sides.,"['food', 'manufacturer']",16,1,"('manufacturer', 'food')",False,00:00:31
A person regains the movement roughly equal to walking on solid ground by using snowshoes.,"['person', 'snowshoes']",11,1,"('snowshoes', 'person')",False,00:00:27
"The Dyna-Cam engine originally came from a design by the Blazer brothers, who worked for Studebaker in 1916.","['design', 'brothers']",16,1,"('brothers', 'design')",False,00:00:28
Incandescent bulbs work by using electricity to heat a tungsten filament in the bulb until it glows.,"['bulbs', 'electricity']",11,1,"('electricity', 'bulbs')",True,00:00:32
The most significant is a well-preserved black and white mosaic for which the authority has given a provisional translation.,"['authority', 'translation']",18,0,"('authority', 'translation')",False,00:00:26
"Inside, the poster was enclosed in tight plastic packaging.","['poster', 'packaging']",4,-1,[],False,00:00:28
Some of these conspiracy theories allege that his birth certificate is a forgery.,"['theories', 'birth certificate']",14,1,"('birth certificate', 'theories')",False,00:00:26
"On the border issue, the original draft had declared some initial borders, which are to be confirmed and decided by the UN partition plan.","['draft', 'borders']",14,0,"('draft', 'borders')",False,00:00:27
An oak tree grows from an acorn.,"['tree', 'acorn']",8,1,"('acorn', 'tree')",False,00:00:21
Clinicians entered the patients into randomised controlled trials.,"['patients', 'trials']",18,-1,[],False,00:00:28
A girl plays her violin on a pogo stick.,"['girl', 'violin']",11,0,"('girl', 'violin')",False,00:00:24
In 1594 and in 1608 he published an atlas created by the cartographer Matthias Quad.,"['atlas', 'cartographer']",16,1,"('cartographer', 'atlas')",False,00:00:25
The interrogation covers von Neurath's activities during the years 1932 to 1938 and Hitler's policy of aggression during the late 1930s.,"['interrogation', 'activities']",18,1,"('activities', 'interrogation')",False,00:00:39
A drove of oxen was taken to market.,"['drove', 'oxen']",13,1,"('oxen', 'drove')",False,00:00:32
The mast was folded up accordion-style inside a canister that was attached to the side of the main antenna.,"['mast', 'canister']",4,1,"('canister', 'mast')",True,00:00:44
Members use the website to inform about projects and events.,"['website', 'projects']",14,-1,[],False,00:00:44
The colourless or nearly colourless liquor amnii then was put into an ounce phial.,"['liquor amnii', 'phial']",6,-1,[],False,00:00:43
The statement comes from the writer's knowledge and its ideas are fresh and original.,"['statement', 'knowledge']",8,1,"('knowledge', 'statement')",False,00:00:19
The flip-flop is a basic element of the sequential circuit and there are various structures even for the same type.,"['flip-flop', 'circuit']",2,-1,[],False,00:00:37
A suitcase full of marihuana was found by the pilot of a searching helicopter near the side of the road at a place where tire tracks could be observed pulling off the edge of the road.,"['suitcase', 'marihuana']",5,-1,[],False,00:00:42
"The fluid was in a cup, and was intended for use as a lotion by her husband.","['fluid', 'cup']",4,-1,[],False,00:00:30
The aim of this paper is to present some recent experimental results obtained in Rayleigh-Benard instability.,"['paper', 'results']",14,1,"('results', 'paper')",False,00:00:37
It is a drama that is centered around a troubled teenage girl and a family that is trying to get over the loss of their son.,"['drama', 'girl']",14,-1,[],False,00:00:29
The water evaporated from the kettle.,"['water', 'kettle']",8,-1,[],False,00:00:34
And out of the Unspeakable River dividing Zambia and Zimbabwe splashes a crash of stampeding hippopotami.,"['crash', 'hippopotami']",13,1,"('hippopotami', 'crash')",True,00:00:46
Builders use a paste like adhesive (known in the building trade as mud) to fix the plasterboard to the wall.,"['Builders', 'adhesive']",11,0,"('Builders', 'adhesive')",False,00:00:35
The star is landing into controversies because of thoughtless statements.,"['star', 'controversies']",18,0,"('star', 'controversies')",False,00:00:29
Our political prisoner is falling into oblivion.,"['prisoner', 'oblivion']",18,-1,[],False,00:01:03
"The Vikings had become assimilated into a peaceable society, and monasteries at Chertsey and Abingdon were founded by the river.","['monasteries', 'river']",18,-1,[],False,00:00:41
"The staff stood guard all night, drinking the coffee machine dry and plotting their revenge on the injustices of the workplace.","['coffee', 'machine']",16,1,"('machine', 'coffee')",False,00:00:24
"More recently, starter manufacturers have attached the flange with a number of capscrews to the main housing thus allowing a finite number of position.","['manufacturers', 'capscrews']",11,0,"('manufacturers', 'capscrews')",False,00:00:29
"Still, we were surprised yesterday by a wake of buzzards perched on a dead copse of trees and haunting Wellfleet Harbor.","['wake', 'buzzards']",13,-1,[],False,00:01:00
The call came from a Minnesota father who said his daughter was in the chapel that day.,"['call', 'father']",8,1,"('father', 'call')",False,00:00:37
"The chavettes are the female of the species, usually have a 'passel of brats with different dads before they turn 20 which ensures the perpetuation of the disease.","['passel', 'brats']",13,-1,[],False,00:00:52
For years now my daughter has put up with verbal harssement from a girl.,"['daughter', 'harssement']",18,-1,[],False,00:00:47
Charles Beauregard is still working for Intelligence and hears about the Red Baron flying ace and his circus of vampire fighters.,"['circus', 'fighters']",13,0,"('circus', 'fighters')",True,00:01:00
The longest serving spacecraft goes into retirement.,"['spacecraft', 'retirement']",18,0,"('spacecraft', 'retirement')",False,00:00:29
We saw that a piece of the double stent was placed inside the urinary bladder of mice to study the extent of tissue reaction.,"['piece', 'bladder']",4,0,"('piece', 'bladder')",True,00:00:59
Under Hideyoshi's administration the factory's output of firearms increased dramatically.,"['factory', 'firearms']",17,0,"('factory', 'firearms')",False,00:00:27
The baby is falling into a sleep.,"['baby', 'sleep']",18,0,"('baby', 'sleep')",False,00:00:28
Many builders have approached the colony's building committee for redevelopment projects.,"['builders', 'building committee']",6,-1,[],False,00:00:44
"The only ginger I had was in a jar, so I put a heaping teaspoon in.","['ginger', 'jar']",4,-1,[],False,00:00:32
China sent seeds into space.,"['seeds', 'space']",6,-1,[],False,00:00:31
"The local group, which has over 5000 members, is part of a national association of active and retired law enforcement officers.","['group', 'association']",2,1,"('association', 'group')",True,00:00:53
The Entrepreneurs Forum event is postponed to tomorrow.,"['event', 'tomorrow']",6,-1,[],False,00:00:25
He stuffed chips into his mouth and watched his cousin-in-law shrewdly.,"['chips', 'mouth']",6,-1,[],False,00:00:50
This paper offers a reflexive account of secondary analysis focused on the topic of convenience food and choice.,"['account', 'analysis']",14,1,"('analysis', 'account')",False,00:00:27
"Although a commercial Enigma, modified by Polish cryptanalysts to match a military Enigma, used phone plugs, the plugs in the plugboard of the actual Enigma had two prongs, but they still functioned electrically in the same way as phone plugs.","['plugs', 'plugboard']",18,-1,[],False,00:00:40
"This includes those rules governing transfers, academic eligibility, age requirements, and the number of consecutive seasons of athletic eligibility beyond grade eight.","['rules', 'transfers']",14,0,"('rules', 'transfers')",True,00:00:47
There's a phrase of Sickert's where he speaks somewhere about something succeeding in that it is like a page torn from the book of life.,"['page', 'book']",8,-1,[],False,00:00:53
"This book relates tales, which were recorded by a popular minister in the early 1900's.","['book', 'tales']",14,1,"('tales', 'book')",True,00:00:46
She double clicked the mouse button by placing her finger on the left mouse-button and then quickly pressing and releasing the button two times.,"['mouse', 'button']",3,0,"('mouse', 'button')",False,00:00:33
A man who fell from a bridge along Interstate 29/35 after running from a minor crash has died.,"['man', 'bridge']",8,-1,[],False,00:00:30
The virus is exported to the hard disk.,"['virus', 'hard disk']",6,-1,[],False,00:00:32
It is marked by a sign indicating the length of the pause.,"['sign', 'length']",18,-1,[],False,00:00:40
"The Police has beaten him up, poured water into his ears and nose, and stuffed a shoe in his mouth.","['shoe', 'mouth']",6,0,"('shoe', 'mouth')",False,00:00:40
Abu'l-Qasim's Treastie is a text from 1301 by an Iranian potter who describes numerous recepies.,"['text', 'potter']",16,1,"('potter', 'text')",True,00:00:43
A type T thermocouple controlled air temperature at the inlet of the dryer.,"['inlet', 'dryer']",2,-1,[],False,00:00:41
Federal dollars flow into Halifax recreational facilities.,"['dollars', 'facilities']",6,0,"('dollars', 'facilities')",False,00:00:25
A professor portrays his students' term paper as his own.,"['professor', 'paper']",18,0,"('professor', 'paper')",False,00:00:36
What is so amazing about this technology is that the image is constructed from random photos pulled from the Internet.,"['image', 'photos']",3,1,"('photos', 'image')",False,00:00:22
"The team, has carefully devised an amended research methodology; it has also since found that further compromises will have to be made.","['team', 'methodology']",18,0,"('team', 'methodology')",False,00:00:24
A clip describing the bakery's investment in people as well as machines has been presented.,"['clip', 'investment']",14,-1,[],False,00:00:41
Only the most ambitious emissions reductions under discussion within UNFCCC achieves climate goals.,"['emissions reductions', 'discussion']",15,1,"('discussion', 'emissions reductions')",True,00:00:51
This fable illustrates the force of jealousy between married people.,"['fable', 'force']",14,-1,[],False,00:00:51
Listed as an author is Andrew Wakefield - he is the British researcher who started the vaccine-autism myth with his paper linking the MMR vaccine to autism.,"['researcher', 'paper']",17,0,"('researcher', 'paper')",False,00:00:22
The team drafted a great player in 2002 when they chose Julius Peppers second overall.,"['team', 'player']",18,0,"('team', 'player')",False,00:00:22
"Throughout his writing career, all of his novels have concerned fictional secret agents.","['novels', 'agents']",14,-1,[],False,00:00:46
"Today, it is most famous for proving sanctuary to a creep of giant tortoises (Geochelone gigantea), descendants of four gifted from the Seychellois governor to his opposite number in Zanzibar in the 18th century.","['creep', 'tortoises']",13,-1,[],False,00:00:35
"But over time, indigenous students have been moving into more specialised and skill-intensive components within disciplines.","['students', 'components']",18,-1,[],False,00:00:25
"Human rights advocates lit a flame to press the international community - especially China - to bring security to Darfur, Sudan.","['advocates', 'flame']",11,0,"('advocates', 'flame')",False,00:00:21
I/O traffic is transferred directly into a target processor cache in accordance with routing information.,"['traffic', 'cache']",6,-1,[],False,00:00:32
"Mr. Lagano was engrossed in a search for cherrystone and quahog clams, which he deposited proudly in a bucket beside him.","['clams', 'bucket']",6,0,"('clams', 'bucket')",False,00:00:28
A month of snowy sundays in January had an adverse impact on Prospect's finances.,"['month', 'sundays']",18,-1,[],False,00:00:30
It has the fourth highest population of slum dwellers among major cities in India.,"['population', 'dwellers']",13,0,"('population', 'dwellers')",True,00:00:47
The items have been donated to the museum of Thracian Art.,"['items', 'museum']",6,-1,[],False,00:00:29
"In defamation, the circumstances are that the defendant has made a statement which injures the reputation of the claimant.","['defendant', 'statement']",17,0,"('defendant', 'statement')",False,00:00:27
The coil of the galvanometer is wrapped around a cylindrical form.,"['coil', 'galvanometer']",2,-1,[],False,00:00:45
Voters are eluded from the fundamental issues.,"['Voters', 'issues']",8,-1,[],False,00:00:50
He was later recaptured through the combined efforts of a coven of white witches and a group of satanists.,"['coven', 'witches']",13,-1,[],False,00:00:28
The misery of the passengers had started from Singapore as the plane took off from the city seven hours behind schedule.,"['plane', 'city']",8,-1,[],False,00:00:31
The Etruscan craftsmen marked their wares with ink marks.,"['craftsmen', 'marks']",11,0,"('craftsmen', 'marks')",False,00:00:27
I got the idea after getting a bottle with an apple in it as a gift from a cousin.,"['bottle', 'apple']",5,-1,[],False,00:00:33
"At necropsy a heavy infestation of Haematopinus lice was present, along with a polyserositis affecting the right hock, left elbow and peritoneum.","['infestation', 'lice']",18,1,"('lice', 'infestation')",False,00:00:31
The garbages have been secretly thrown into the ocean for the last few years.,"['garbages', 'ocean']",6,-1,[],False,00:00:41
A local gallery is promoting the work of a diverse range of artists from across the region.,"['gallery', 'work']",14,-1,[],False,00:01:10
"Philip Larkin's poem ""At Grass"" employs his sensitive poetic technique to reflect on a field of aged racehorses, and on the practice of poetry.","['field', 'racehorses']",13,-1,[],False,00:00:32
The book criticizes the institutionalized nuclear family from a feminist perspective.,"['book', 'family']",14,1,"('family', 'book')",True,00:01:03
Legal regulations applying to professional corporations typically differ in important ways from those applying to other corporations.,"['regulations', 'professional corporations']",14,-1,[],False,00:00:58
Three shark attacks in 24 hours threw local people into panic.,"['people', 'panic']",18,0,"('people', 'panic')",False,00:00:38
We share a kinship of ideals with every man and woman on earth who struggles for their God-given rights.,"['kinship', 'ideals']",18,1,"('ideals', 'kinship')",False,00:00:33
The novel depicts the harsh life of workers who worked on a crab-fishing and canning boat in the northern seas of Japan.,"['novel', 'life']",14,-1,[],False,00:01:05
"Frank C. Lewis, a representative of a syndicate of Chicago capitalists, was credited as the source of this information.","['syndicate', 'capitalists']",13,1,"('capitalists', 'syndicate')",True,00:01:20
