sentence,entities,gt_relation,pred_relation,pred_edge,is_edge_test_contradictory,exec_time
We dissolved the contents of one packet in a carafe of water and ran the brew cycle.,"['contents', 'packet']",4,1,"('packet', 'contents')",False,00:00:29
"As she looked up, she saw a flight of stairs.","['flight', 'stairs']",18,-1,[],False,00:00:39
"Lesions affecting the medial part of the premotor cortex, the SMA and sparing the precentral gyrus caused a contralateral hemiparesis predominating on the leg but predominating proximally on both leg and arm.","['Lesions', 'hemiparesis']",0,0,"('Lesions', 'hemiparesis')",False,00:00:30
A French initiative aimed at tackling childhood obesity is adopted in a town in North Lanarkshire.,"['initiative', 'obesity']",14,1,"('obesity', 'initiative')",False,00:00:21
This book provides a powerful analysis of the role that Information and Communication Technologies can have in teaching and learning.,"['book', 'role']",14,0,"('book', 'role')",True,00:00:52
"In 1974, the American sociologist David L. Phillips showed that publications of suicides on the frontpage of the news paper were followed by an increase in national suicide rates in the month after the publication.","['frontpage', 'news paper']",2,-1,[],False,00:01:21
A chip of his breastbone the shape and size of a pinkie fingernail is preserved in a reliquary kept in the rectory.,"['chip', 'reliquary']",4,-1,[],False,00:01:32
A die-cut and creased cartonboard blank is made into a carton.,"['blank', 'carton']",8,0,"('blank', 'carton')",False,00:00:45
"Dulce, a sophisticated girl of twelve, did not in the least care for the bird-fancier, and his waiting meinie of sparrows, or to go into the Louvre for a last look at the Victory.","['meinie', 'sparrows']",13,-1,[],False,00:00:56
The injected fluid is slowly spread to the body.,"['fluid', 'body']",6,0,"('fluid', 'body')",False,00:00:31
"Thus, the princess was born in the midst of the storm that swept over the world in March, 1848.","['princess', 'storm']",18,-1,[],False,00:00:34
"Just before serving, the olive oil was poured into the salad.","['olive oil', 'salad']",6,0,"('olive oil', 'salad')",True,00:00:59
The acid was in a bottle but that the cap was knocked off when trash was thrown into the dumpster.,"['acid', 'bottle']",4,-1,[],False,00:00:34
Optimizing a transformer driven active magnetic shield in induction heating.,"['transformer', 'shield']",2,0,"('transformer', 'shield')",False,00:00:28
"In this article, he explores impulsivity in detail.","['article', 'impulsivity']",14,-1,[],False,00:00:47
Newer damper designs have been tested to accommodate a cadre of various flanged connection combinations to comply with UL's breakaway requirements.,"['cadre', 'combinations']",18,-1,[],False,00:00:50
She received a letter discussing her teaching duties.,"['letter', 'teaching duties']",14,1,"('teaching duties', 'letter')",False,00:00:37
This is the right time to apply as many new projects are landing into markets in India.,"['projects', 'markets']",6,-1,[],False,00:00:37
I finished my little 30s puff sleeve blouse last night/early this morning.,"['sleeve', 'blouse']",2,-1,[],False,00:01:18
Members are primarily interested in issues related to family law.,"['issues', 'law']",18,-1,[],False,00:01:14
"Resulting congestion caused delays of 15-20 minutes to Northeast Corridor, North Jersey Coast Line and Midtown Direct trains.","['congestion', 'delays']",0,0,"('congestion', 'delays')",False,00:00:26
The RCMP released its report this week on the death of Robert Dziekanski.,"['report', 'death']",14,1,"('death', 'report')",False,00:00:48
He handed the suspects over to the police.,"['suspects', 'police']",6,0,"('suspects', 'police')",True,00:00:56
Concerns regarding data protection had been raised by a number of authorities.,"['Concerns', 'data protection']",18,1,"('data protection', 'Concerns')",False,00:00:35
"To preserve its catch of fish, each boat loads between 2000 and 3000 kilos of ice before it goes out to sea.","['catch', 'fish']",18,-1,[],False,00:10:27
The program creates sound using individually recorded notes from a real piano.,"['program', 'notes']",3,0,"('program', 'notes')",False,00:00:36
"The term is derived from a boxing metaphor - when boxers train on a heavy bag they can knock the bag ""off the hook"".","['term', 'metaphor']",8,1,"('metaphor', 'term')",False,00:00:27
My answer came in the last paragraph.,"['answer', 'paragraph']",18,1,"('paragraph', 'answer')",False,00:00:34
"Barbauld was also a literary critic, and her anthology of eighteenth-century British novels helped establish the canon as we know it today.","['anthology', 'novels']",13,1,"('novels', 'anthology')",False,00:00:34
At 5:30am my son was right behind the officer who battered the door down with a huge steel ram.,"['officer', 'ram']",11,0,"('officer', 'ram')",False,00:00:35
This blazing bastard of a cut literally peels the skin straight off you face with its unswerving white knuckle apocalyptic velocity - frankly we need more of this in our life.,"['bastard', 'velocity']",18,-1,[],False,00:01:02
"In America, September 11 gave rise to a mass of verses written by ordinary people to express their grief.","['verses', 'people']",16,1,"('people', 'verses')",False,00:00:39
They opened the text file and dumped the text into the text box.,"['text', 'text box']",6,-1,[],False,00:01:00
And you thought a dentist with a drill was scary.,"['dentist', 'drill']",11,0,"('dentist', 'drill')",False,00:00:41
"KHZZ experienced competition from former oldies station KHYL, but both stations ended up giving up the format, with KHZZ turning to oldies.","['competition', 'station']",1,-1,[],False,00:01:10
Xiehouyu is a Chinese proverb consisting of two parts.,"['proverb', 'parts']",3,0,"('proverb', 'parts')",False,00:00:31
"An icon is a small picture representing a file, folder or program on your computer.","['picture', 'file']",18,-1,[],False,00:00:55
A plasma was generated by an electric discharge between electrodes located in the focal plane of the lens and separated by ~ 1 cm from one another.,"['plasma', 'discharge']",1,1,"('discharge', 'plasma')",False,00:00:25
The artwork arose from an enjoyable evening with some friends and too much inspiration.,"['artwork', 'evening']",8,1,"('evening', 'artwork')",False,00:00:22
The speed indicator of the bus wasn't working and the driver was driving like mad.,"['indicator', 'bus']",2,-1,[],False,00:01:12
"The horn has a full round end, the expensive part of the antlers.","['horn', 'end']",3,0,"('horn', 'end')",True,00:00:50
Molten copper is poured into molds at Chuquicamata copper refinery.,"['copper', 'molds']",6,-1,[],False,00:01:12
Three different storylines are narrated in alternating chapters.,"['storylines', 'chapters']",15,-1,[],False,00:00:57
"A careless attendant had hooked the padlock of the monkey cage in the staple, but had not locked it.","['padlock', 'cage']",2,1,"('cage', 'padlock')",True,00:01:04
The book is rich in social history as More traces the origins and subsequent careers of numerous students and the experiences of numerous faculty.,"['book', 'social history']",14,-1,[],False,00:01:08
The methods adopted for histochemical observations have been described in the preceding paper.,"['methods', 'paper']",15,-1,[],False,00:00:45
"The coffee grounds fall to the bottom of the pot, and the coffee is poured off into a second pot known as a mutbak.","['coffee', 'pot']",6,-1,[],False,00:00:41
"A group of women from Curves Timaru won best-dressed prize with their ensemble of purple clothes, colourful wigs and sparkly tiaras.","['ensemble', 'clothes']",18,1,"('clothes', 'ensemble')",False,00:00:48
There was also a zoo of metallic monsters and a giant rocket poised on the lake.,"['zoo', 'monsters']",13,-1,[],False,00:01:08
Paint dust collected from a grit-blasting operation inside a caisson was stirred up using a leave blower.,"['dust', 'caisson']",8,1,"('caisson', 'dust')",True,00:01:10
"The guest of honour breaks open the clay with a mallet, allowing a fragrant aroma to escape.","['guest', 'mallet']",11,0,"('guest', 'mallet')",False,00:00:52
Several infections cause rash-fever disease that is commonly mistaken for measles.,"['infections', 'disease']",0,0,"('infections', 'disease')",False,00:00:52
Described herein are improved apparatus and method for tissue treatment with high intensity-focused ultrasound.,"['treatment', 'ultrasound']",18,1,"('ultrasound', 'treatment')",False,00:00:52
The clutch holder was made with a lathe by a friend of mine.,"['lathe', 'friend']",10,1,"('friend', 'lathe')",False,00:01:07
"The cause for the jump to over 30,000 was the deterioration in the economy triggered by a series of bankruptcies among banks and securities firms.","['jump', 'deterioration']",1,1,"('deterioration', 'jump')",False,00:00:40
"Both cocaine and crack cocaine cause constricted blood vessels, increased heart rate, body temperature and blood pressure.","['cocaine', 'pressure']",18,0,"('cocaine', 'pressure')",False,00:00:37
The man was taken into the building.,"['man', 'building']",6,-1,[],False,00:00:54
Michael Jackson's FBI file consists of about 600 pages.,"['file', 'pages']",3,0,"('file', 'pages')",False,00:00:48
"Because steam locomotives included one or more steam engines, they are sometimes referred to as ""steam engines"".","['locomotives', 'engines']",3,-1,[],False,00:00:39
It took the dirt out of the house into a canister which was located in the garage.,"['dirt', 'canister']",6,0,"('dirt', 'canister')",True,00:01:08
"As the compressor on the frig turned on caused a voltage spike on the electrical line, which caused a glitch in the ""room commander"" system.","['spike', 'glitch']",0,0,"('spike', 'glitch')",False,00:00:30
"The complex includes a restaurant, shop and the ""Adventure Centre"".","['complex', 'restaurant']",3,0,"('complex', 'restaurant')",True,00:00:48
"Preventing computer fraud means outwitting horde of hackers, crackers, spoofers, and sniffers.","['horde', 'hackers']",13,-1,[],False,00:00:36
"Furthermore, several areas have also been added to the spaces.","['areas', 'spaces']",6,-1,[],False,00:00:43
All LibriVox recordings have been released into the public domain.,"['recordings', 'public domain']",6,-1,[],False,00:01:07
"For crazy science, don't forget the amazingly fun and dangerous book ""Mad Science"" or a beautiful book by the same author about chemistry.","['book', 'author']",16,1,"('author', 'book')",False,00:00:40
"At full establishment, a brigade of 18-lbr field guns consisted of 795 men of whom 23 were officers.","['brigade', 'guns']",18,-1,[],False,00:01:18
Stimulation of the posterior horn of the medial meniscus produced a measurable amount of CMAP latency for the semimembranosus muscle.,"['Stimulation', 'latency']",0,0,"('Stimulation', 'latency')",False,00:00:33
"The artist moves a pointer attached to one part of the pantograph along the outline of the original flat image, and a pencil attached to another part traces out the image but at a larger scale.","['artist', 'pointer']",11,0,"('artist', 'pointer')",False,00:00:31
"Thick oatmeal cookies are soft, while the thin ones are crispy.","['oatmeal', 'cookies']",9,-1,[],False,00:01:23
"From their sleeping place in some unseen vale below, came the clamour of homing rooks.","['clamour', 'rooks']",13,1,"('rooks', 'clamour')",False,00:00:39
Insurgents in Asadabad have thrown a grenade into the crowd.,"['grenade', 'crowd']",6,0,"('grenade', 'crowd')",False,00:00:27
"Hands wield the sword in the realm of the flesh, but the intellect wields the pen in the realm of understanding, or of the spirit.","['intellect', 'pen']",11,0,"('intellect', 'pen')",False,00:00:28
A researcher had been studying a tribe of baboons for 30 years in the wilds of Africa.,"['tribe', 'baboons']",13,-1,[],False,00:00:43
Most of the verses of the plantation songs had some reference to freedom.,"['verses', 'freedom']",14,-1,[],False,00:00:38
"Saosin shook himself off, coughing from inhaling the smoke, and then stood up in an awkward fashion.","['coughing', 'inhaling']",1,1,"('inhaling', 'coughing')",False,00:00:21
We put the trampoline data into the read-only section since a CPU hot plug was supported.,"['data', 'section']",6,-1,[],False,00:00:45
"Finally, there are the compeers, I mean the character-compeers of all these profligates, whose appearance is truly somewhat different, namely, rags and drunkenness.","['character-compeers', 'profligates']",18,-1,[],False,00:01:38
The species in the intestine of the cat is not the same as that found in the mouth of the cat and other animals.,"['intestine', 'cat']",2,-1,[],False,00:00:44
"A polio outbreak in Nigeria was caused by the vaccine designed to stop it, leaving at least 69 children paralyzed.","['outbreak', 'vaccine']",1,1,"('vaccine', 'outbreak')",False,00:00:34
The pyramid of champagne flutes is like the communion of local churches that comprise the Catholic Church.,"['communion', 'churches']",13,1,"('churches', 'communion')",False,00:00:43
The edge of that drawer hits the handle of the dishwasher.,"['handle', 'dishwasher']",2,-1,[],False,00:00:45
I left Belgium to return to Italy with a suitcase full of items I cannot find here and more importantly with a more positive attitude.,"['suitcase', 'items']",5,1,"('items', 'suitcase')",False,00:00:40
These tests work by using a substance that changes color once it is bound to hCG.,"['tests', 'substance']",11,-1,[],False,00:00:40
"The US price of gasoline went unchanged from two weeks ago, holding an average of $2.64 a gallon.","['price', 'weeks']",18,-1,[],False,00:00:38
This document provides updated interim guidance on the use of facemasks and respirators for reduction of exposure to 2009 influenza A.,"['facemasks', 'reduction']",18,0,"('facemasks', 'reduction')",False,00:00:45
"Controlling for the mid-five-figure bribe, Imus is a guilty pleasure for a large ratpack of media folks including Anna Quindlen, Jim Lehrer, Tim Russert, Tom Brokaw, Bill O'Reilly, Tom Friedman, Frank Rich, Maureen Dowd, and Andy Rooney.","['ratpack', 'folks']",13,-1,[],False,00:00:35
The basket was full of furry orange-and-black faces -- kittens.,"['basket', 'faces']",5,-1,[],False,00:00:57
His becomes Version 1 of the report and is the report that fulfills compliance with the ARRA Section 1512 reporting requirements.,"['report', 'requirements']",18,1,"('requirements', 'report')",False,00:00:54
The collagen was extracted from chrome shavings with alkali.,"['collagen', 'shavings']",8,1,"('shavings', 'collagen')",False,00:00:47
But for an old AT keyboard the keypad keys produced digits when Numlock was on or Shift.,"['keyboard', 'keypad keys']",3,0,"('keyboard', 'keypad keys')",False,00:00:50
Brownie girl scout vest is the best part of the uniform.,"['vest', 'uniform']",2,1,"('uniform', 'vest')",True,00:01:09
"So the chief of the police shouted to his officers, ""Stop thief!"" and many made after him.","['chief', 'police']",12,0,"('chief', 'police')",False,00:00:29
"Warning labels on cigarette packs and ads inform about dangers and, implicitly, to discourage use.","['ads', 'dangers']",14,-1,[],False,00:01:08
"Hotel La Residencia was used by Dali frequently for his afternoon drink and chat sessions, and has lovely two-level rooms.","['afternoon', 'drink']",18,-1,[],False,00:01:04
The sonar picks up the swim bladder of the fish.,"['swim bladder', 'fish']",2,1,"('fish', 'swim bladder')",False,00:00:39
The impact of the tire against the pothole caused a slit on the tube that the repairman had to sew three stiches.,"['impact', 'slit']",0,0,"('impact', 'slit')",False,00:00:24
"""National Discourse"" (1780) shows a stout British sailor with a cudgel staring down a relatively effete French seaman with a sword.","['sailor', 'cudgel']",11,0,"('sailor', 'cudgel')",True,00:01:06
Tongsville uses a menage of pixel styles that are best compared to famed digitally designed experiences like Netbabyworld and eBoy's eCity.,"['menage', 'styles']",13,-1,[],False,00:00:53
A lot of effort has gone into the development of a suitable statistical method.,"['effort', 'development']",6,0,"('effort', 'development')",False,00:00:31
The three-part Irish crime documentary series examined three memorable and notorious large-scale crimes committed in the country.,"['series', 'crimes']",14,1,"('crimes', 'series')",False,00:00:40
The officers have been placed on administrative leave.,"['officers', 'leave']",18,0,"('officers', 'leave')",False,00:00:44
"Stress and anxiety trigger panic attacks, however healthy people may experience panic attacks, but they are no that common.","['Stress', 'panic attacks']",0,0,"('Stress', 'panic attacks')",False,00:00:28
We examined the electrical resistance of the paw pads of mice under the same conditions as used previously in studies of the passive avoidance response.,"['pads', 'mice']",2,-1,[],False,00:00:54
The reason peanut butter cookies are being recalled is that the cookies might not get hot enough throughout to kill all the salmonella.,"['peanut butter', 'cookies']",9,-1,[],False,00:01:04
The graph was stored in live format.,"['graph', 'format']",18,-1,[],False,00:00:42
Lumberjacks hold the axe handle nearer the axe head.,"['Lumberjacks', 'handle']",11,-1,[],False,00:00:58
"He published important works on epistemology, as well as works relevant to religion, law, and history.","['works', 'epistemology']",14,-1,[],False,00:01:09
That's why I gave birth in the toilet and hid the baby in a cupboard drawer.,"['baby', 'cupboard drawer']",18,-1,[],False,00:00:59
"Fortunately the drift of the cattle traffic is eastward, and as yet there has been no propagation of the poison in the great cattle ranges of the West.","['drift', 'cattle traffic']",18,-1,[],False,00:00:51
The construction work of the metro station for Line 6 started in September 2007.,"['metro', 'station']",3,0,"('metro', 'station')",False,00:00:47
Victims from the factory have been transported into the emergency room.,"['Victims', 'room']",6,0,"('Victims', 'room')",True,00:01:08
"Within minutes of last night's terrorist attacks in Mumbai in India, blogs and social networks were buzzing with news, photos and eyewitness accounts.","['blogs', 'news']",3,1,"('news', 'blogs')",False,00:00:30
This is due to the amount of sand in the hourglass and the size of the hole the sand must pass through.,"['sand', 'hourglass']",4,-1,[],False,00:01:21
People with thickened heart valves may need to take antibiotics before some types of dental and surgical procedures because they are at risk of developing an infection on the valve in the heart.,"['valve', 'heart']",2,-1,[],False,00:00:54
Some 9000 marines are moving into the small Afghan towns near the border to stop Taliban soldiers.,"['marines', 'towns']",6,-1,[],False,00:00:48
The stunt plane went into uncontrollable dive.,"['plane', 'dive']",18,0,"('plane', 'dive')",False,00:00:31
The former president in my company has moved into private equity jobs.,"['president', 'jobs']",18,-1,[],False,00:00:39
The bomb which killed two people and injured several others was in a bin outside a jewellers to the right of the George Street entrance to the hotel.,"['bomb', 'bin']",4,-1,[],False,00:00:34
"In order for you to find the exact products that you are looking for, the staff in the shop gives advice over the phone; just call +45 33 69.","['staff', 'shop']",18,1,"('shop', 'staff')",False,00:00:46
Mental health recovery and economic recovery after the storm: high-frequency longitudinal evidence from Sri Lankan small business owners.,"['recovery', 'storm']",18,-1,[],False,00:00:43
The behavior of premixed flame in a vessel is investigated through a direct numerical simulation of the three-dimensional unsteady Navier-Stokes equations.,"['flame', 'vessel']",18,-1,[],False,00:01:13
The structure is similar to a microfiber array developed by the same group of researchers in 2006.,"['array', 'group']",16,1,"('group', 'array')",True,00:00:58
"His head was in a jar, but most of his brain stem and one ear was left on his body.","['head', 'jar']",4,-1,[],False,00:01:03
The chair of the corporation is elected for a term of office of up to four years as determined by the Corporation.,"['chair', 'corporation']",18,1,"('corporation', 'chair')",False,00:00:28
"The drop was caused by the recession and the usual seasonal factors, with fruit and vegetable prices lower in the summer months.","['drop', 'recession']",1,1,"('recession', 'drop')",False,00:00:23
"The pandemic was caused by the virus Yesinia pestis, better known as The Bubonic Black Plague, which infected the flees on the Black rodents.","['pandemic', 'virus']",1,1,"('virus', 'pandemic')",False,00:00:27
5 Gigahertz is a radio frequency band that is used by 802.11a/n Wi-Fi products.,"['band', 'products']",10,-1,[],False,00:00:37
Amino acid synthesis is the set of biochemical processes (metabolic pathways) by which the various amino acids are produced from other compounds.,"['processes', 'acids']",18,0,"('processes', 'acids')",False,00:00:32
"After arresting a computer hacker who stole $2 million from the Federal Reserve, Jake assumes his identity to infiltrate a ring of his associates and discover what their next target will be.","['ring', 'associates']",13,1,"('associates', 'ring')",False,00:00:54
Washington's forces defeated the British in 1781 with the help of French troops and German military officer Baron Von Steuben.,"['forces', 'troops']",18,-1,[],False,00:00:47
The processor's existence was revealed during a speech from AMD executive vice-president.,"['existence', 'speech']",15,-1,[],False,00:01:12
The article describes the tragedy of a switchboard operator.,"['switchboard', 'operator']",10,1,"('operator', 'switchboard')",True,00:01:22
The company is moving plant material into Queensland's suburb.,"['plant material', 'suburb']",6,-1,[],False,00:00:40
The term originates from an expression same-edne.,"['term', 'expression']",8,1,"('expression', 'term')",False,00:00:26
"After 1 and 14 d of ripening, the cheese serum was pressed from the cheeses brined at 0.1 and 300 MPa.","['serum', 'cheeses']",8,1,"('cheeses', 'serum')",False,00:00:32
"The latest state of the economy report by the Bank of Uganda indicates that overall, export proceeds in the month of October increased by 9.7 per cent.","['state', 'report']",18,0,"('state', 'report')",False,00:00:46
Unemployment and poverty cause abuse of children and serious situations such as the breakdown of families where the rights of the child are easily infringe.,"['Unemployment', 'abuse']",0,0,"('Unemployment', 'abuse')",False,00:00:24
The following is a comprehensive list of colors that are included in the Wikipedia articles about color.,"['list', 'colors']",13,1,"('colors', 'list')",False,00:00:45
The discussion around content shifts to a curation model.,"['discussion', 'content']",14,1,"('content', 'discussion')",False,00:00:34
The child's body was abandoned placed in a laundry bag that was sealed in a plastic garbage bag before it was left behind in the woods.,"['body', 'laundry bag']",4,-1,[],False,00:00:42
The software products governed by this agreement are the Viewpoint Media Playerand the Viewpoint Manager.,"['products', 'agreement']",18,0,"('products', 'agreement')",True,00:01:06
"In this study, subjects from two different societies were asked to play ultimatum games and subsequently to answer a battery of attitudinal questions.","['battery', 'questions']",13,-1,[],False,00:00:35
Goods such as soaps and towels were transported into countries in Central Africa.,"['Goods', 'countries']",6,-1,[],False,00:01:00
There were at least 12 firefighters operating on the roof of the supermarket at this time.,"['roof', 'supermarket']",2,-1,[],False,00:00:54
The contestant gave an answer that drew a mixed reaction from the audience.,"['contestant', 'answer']",17,0,"('contestant', 'answer')",False,00:00:36
There is a red indicator button on the dash to the left of the steering wheel and it is stationary.,"['button', 'dash']",2,-1,[],False,00:00:43
The paper presents a chemical composition analysis of the gases emanated from geothermal sources in the Herculane Spa area (Romania).,"['gases', 'sources']",8,1,"('sources', 'gases')",False,00:00:34
The student who fell from an Olson Hall window in October was alone in his room.,"['student', 'window']",8,-1,[],False,00:01:00
Personality in poetry includes such things as style and rhythm.,"['Personality', 'style']",3,0,"('Personality', 'style')",False,00:00:39
"The course comprises 9 holes through the listed historic park round Gilling Castle, and provides a stimulating challenge for any golfer.","['course', 'holes']",3,0,"('course', 'holes')",True,00:01:04
"Acne is caused by irritants like fabrics, hair gels and makeup.","['Acne', 'irritants']",1,1,"('irritants', 'Acne')",False,00:00:29
EXE is the common filename extension denoting an executable file.,"['filename extension', 'file']",18,-1,[],False,00:00:46
Parent verbalizations were focused on story-relevant questions.,"['verbalizations', 'questions']",14,0,"('verbalizations', 'questions')",False,00:00:44
Climate change talks have been moving into overtime.,"['talks', 'overtime']",6,0,"('talks', 'overtime')",False,00:01:03
"In New England in the early to mid-19th century, many cotton and textile factories employed large numbers of female adolescent workers from the New England area.","['textile', 'factories']",16,1,"('factories', 'textile')",False,00:00:57
"As well as being a writer, Landis was also a collector, and by the time of his death had laid the foundation of a library of rare books on Korea.","['library', 'books']",13,1,"('books', 'library')",False,00:00:40
"Man at the norhtern edge of the mouth of the cave of Stora Forvar, with a Stone Age settlement which was excavated in 1888-1893.","['mouth', 'cave']",2,1,"('cave', 'mouth')",True,00:01:17
"Rising as it does, 8260 feet straight from the fertile plains of the North Island's finest dairying country, the mountain is clothed with primeval forest.","['plains', 'mountain']",18,-1,[],False,00:01:13
"Chinese literature begins with ShiJing (Book of Odes), an anthology of songs, poems, and hymns.","['anthology', 'songs']",13,1,"('songs', 'anthology')",True,00:01:16
Sadness leads to dissatisfaction with the job.,"['Sadness', 'dissatisfaction']",0,0,"('Sadness', 'dissatisfaction')",False,00:00:38
A Grade I certificate was awarded to the product.,"['certificate', 'product']",6,1,"('product', 'certificate')",False,00:00:35
"The word ""song"" is used to describe the pattern of regular and predictable sounds made by some species of whales, notably the humpback whale.","['sounds', 'species']",1,1,"('species', 'sounds')",False,00:00:39
Insert the oyster knife in the hinge of the oyster (Figure 1).,"['hinge', 'oyster']",2,-1,[],False,00:01:14
A 7-month-old baby was locked in a 2-by-3 foot cedar chest hidden underneath her aunt's bed for 12 hours before police found her Wednesday.,"['baby', 'cedar chest']",18,-1,[],False,00:00:53
For very young children the fitter measures the foot with a little hand gauge but when the child gets older they get to go on the state of the art.,"['fitter', 'gauge']",11,-1,[],False,00:01:14
By 1945 the French electric system was generating more power than it had before the war.,"['system', 'power']",0,0,"('system', 'power')",False,00:00:31
"That being said, I do love the game and play it all the time but would appreciate a little less frustration from programming and debugging, and sticking strictly with the frustration that comes from hitting bad shots.","['frustration', 'debugging']",1,1,"('debugging', 'frustration')",False,00:00:33
You see and hear Hackman's screaming after the dreadful shooting.,"['screaming', 'shooting']",1,1,"('shooting', 'screaming')",False,00:00:25
The whole excerpt revolved around one single theme.,"['excerpt', 'theme']",14,1,"('theme', 'excerpt')",False,00:00:45
"The ""Magic E"" was a rhyme by an orange alien robot thing that sang along the lines of: ""Kit, becomes kite with me..."".","['rhyme', 'thing']",16,1,"('thing', 'rhyme')",False,00:00:40
Berry wine has the potential to be really remarkably awful.,"['Berry', 'wine']",9,0,"('Berry', 'wine')",False,00:00:36
"Nelson's body was preserved first in a cask of brandy - at Gibraltar, this was changed to spirits of wine.","['body', 'cask']",4,-1,[],False,00:01:01
Wind and water erosion is confined to farmlands.,"['water', 'erosion']",0,0,"('water', 'erosion')",False,00:00:30
The idea is the heatsink removes the heat from the CPU and the fan blasts the heatsink with the surrounding air cooling it down.,"['fan', 'air']",11,0,"('fan', 'air')",False,00:00:41
Adaptive hyperplasia and compensatory growth in the salt glands of ducks and geese.,"['glands', 'ducks']",2,-1,[],False,00:01:18
"The human papillomavirus is one of the most common causes of these and most other types of warts, and this is a virus that attacks the skin through direct contact.","['papillomavirus', 'warts']",0,0,"('papillomavirus', 'warts')",False,00:00:41
The crash has been caused by a meteor.,"['crash', 'meteor']",1,1,"('meteor', 'crash')",False,00:00:29
An ordinary day is thrown into chaos by an audacious crime.,"['day', 'chaos']",18,-1,[],False,00:01:20
The body is built up of many different things such as muscle and fat and water.,"['body', 'muscle']",18,0,"('body', 'muscle')",True,00:01:22
"The house is set in a large garden or plantation of bananas, coconuts, limes, and other fruit trees, and a short distance off are the teachers' and students' houses.","['plantation', 'bananas']",13,0,"('plantation', 'bananas')",True,00:10:40
"The man was on his knees, sdiraya neck with the rope and coughing from suffocation.","['coughing', 'suffocation']",1,1,"('suffocation', 'coughing')",False,00:00:41
The supreme court has applied the protections of this amendment to the states through the Due Process Clause of the Fourteenth Amendment.,"['supreme court', 'amendment']",11,-1,[],False,00:01:10
In this paper we describe the derivation of a blastocyst following heterologous nuclear transfer (NT) into a human oocyte.,"['paper', 'derivation']",14,-1,[],False,00:01:29
The primary aim of the present invention is to provide a capless closure for a conventional fuel filler pipe.,"['closure', 'pipe']",18,1,"('pipe', 'closure')",False,00:00:30
The dolphin 's tail is so powerful it can push the dolphin straight up out of the water.,"['dolphin', 'tail']",3,-1,[],False,00:01:01
"The South China tigers are verging on the brink on extinction from hunting and deforestation, and these magestic animals are so close to being gone forever.","['extinction', 'deforestation']",1,1,"('deforestation', 'extinction')",False,00:00:23
Matthew Coon Come is the leader of this organization.,"['leader', 'organization']",12,-1,[],False,00:00:43
"The word ""mandala"" is from the classical Indian language of Sanskrit.","['word', 'language']",8,1,"('language', 'word')",False,00:00:47
Hopefully the students went away from the assembly with a little more pride and respect for our veterans.,"['students', 'assembly']",8,1,"('assembly', 'students')",True,00:01:08
"The researchers produced a report which has, literally, saved their jobs.","['researchers', 'report']",17,0,"('researchers', 'report')",False,00:00:38
Flapping with his wings the duckling quacked for joy.,"['wings', 'duckling']",2,-1,[],False,00:01:11
All of our producers rear produce within the New Forest.,"['producers', 'produce']",18,0,"('producers', 'produce')",False,00:00:50
"Sensitive and robust, this active stethoscope features a small metal and rubber button head with a preamped PVDF film sensor inside.","['stethoscope', 'head']",3,-1,[],False,00:01:15
"This lot are simply an ace young British pop band, who recorded the most consistent power-pop album of 2009.","['band', 'album']",17,0,"('band', 'album')",False,00:00:29
The council hall stank like a congress of baboons.,"['congress', 'baboons']",13,-1,[],False,00:00:44
The patient has been placed into a drug induced coma.,"['patient', 'coma']",18,0,"('patient', 'coma')",False,00:00:38
Swine flu is one of the leading causes of respiratory disease in swine throughout the world.,"['Swine flu', 'disease']",0,0,"('Swine flu', 'disease')",False,00:00:29
The environmental and health consequences of the evacuation after the Chernobyl accident.,"['evacuation', 'accident']",1,1,"('accident', 'evacuation')",False,00:00:32
Lasers work by using various soft pulsing light wavelengths and intensities to help reshape scar tissue.,"['Lasers', 'wavelengths']",11,0,"('Lasers', 'wavelengths')",False,00:00:42
The Queen has expressed her shock at the devastation caused by the flooding.,"['devastation', 'flooding']",1,1,"('flooding', 'devastation')",False,00:00:32
"The handpiece contains a primary coil and the sleeve encloses a secondary coil, which are inductively coupled together so that electromagnetic energy can be transferred between them.","['sleeve', 'coil']",2,-1,[],False,00:00:58
Subsequent DNA analysis confirmed that the fetus was derived from a cloned embryo.,"['fetus', 'embryo']",8,1,"('embryo', 'fetus')",True,00:00:49
"The speech caused a conservative combustion on the Internet, but when Wanda visited The Tonight Show a few weeks later to talk about the dinner, she told Jay Leno that she didn't even know about the controversy.","['speech', 'combustion']",0,0,"('speech', 'combustion')",False,00:00:26
"Relaxation involves concentration and slow, deep breathing to release tension from muscles and relieve pain.","['tension', 'muscles']",18,1,"('muscles', 'tension')",False,00:00:42
"The pet was overly sensitive, and thus the ticks and fleas caused rashes and discomfort.","['ticks', 'discomfort']",0,0,"('ticks', 'discomfort')",False,00:00:39
Dr. Legome discussed the hospital's response to the news that a plane had crashed into a river.,"['news', 'plane']",14,1,"('plane', 'news')",False,00:00:33
Strenuous activity with shovel and wheelbarrow enabled my neighbor to give the ground a gradual slope up to the fence.,"['shovel', 'neighbor']",10,-1,[],False,00:00:43
The letter contained details on the dispute.,"['letter', 'dispute']",14,1,"('dispute', 'letter')",False,00:00:35
"The raid resulted in an immediate regional crisis over the apparent Colombian violation of Ecuadoran sovereignty, with both Ecuador and Venezuela mobilizing military forces.","['raid', 'crisis']",0,0,"('raid', 'crisis')",False,00:00:23
