sentence,entities,gt_relation,pred_relation,pred_edge,exec_time
Lesions restricted to the rear portion of the medial part of the precentral gyrus caused a contralateral predominantly distal leg weakness.,"['Lesions', 'leg weakness']",0,0,"('Lesions', 'leg weakness')",00:00:10
One of the largest Internet piracy rings in the world has been shut down in a police operation that resulted in the arrest of 181 people.,"['operation', 'arrest']",0,0,"('operation', 'arrest')",00:00:09
DOD/USAF/AFRCC initiated Federal SAR response activities for incidents that result in aeronautical distress.,"['incidents', 'distress']",0,0,"('incidents', 'distress')",00:00:10
"Pavlov-like, looking at the picture aids ""let-down,"" the release of milk normally triggered by the presence of the baby, its touch, its cry.","['release', 'presence']",1,1,"('presence', 'release')",00:00:09
The inspiration for the multi-touch technology came from a decidedly non-digital event.,"['inspiration', 'event']",1,1,"('event', 'inspiration')",00:00:09
Raj driven to rage after reading about yet another weirdly spelled Web 2.0 company is struggling on TechCrunch.,"['rage', 'reading']",1,1,"('reading', 'rage')",00:00:09
The team prepared GIS precipitation and contour maps of the area (approximately 777 square miles) depicting the landforms and identifying the flooding and landslides caused by the rainfall.,"['flooding', 'rainfall']",1,1,"('rainfall', 'flooding')",00:00:14
"The 1906 San Francisco earthquake was caused by a rupture on the San Andreas Fault, a continental transform fault that forms part of the boundary between the Pacific Plate and the North American Plate.","['earthquake', 'rupture']",1,1,"('rupture', 'earthquake')",00:00:13
"The grief from sudden death is completely different from expected death, when families have time to prepare and say goodbye.","['grief', 'death']",1,1,"('death', 'grief')",00:00:11
The wounds caused by the scourging and the thorns are almost invisible.,"['wounds', 'thorns']",1,1,"('thorns', 'wounds')",00:00:13
"The war was caused by the expansionist desires of Hitler, Mussolini and the Japanese imperialists.","['war', 'desires']",1,1,"('desires', 'war')",00:00:08
Osteoporosis is caused by a sharp decrease in estrogen levels that leads to an increased rate of bone remodeling.,"['Osteoporosis', 'decrease']",1,1,"('decrease', 'Osteoporosis')",00:00:17
The economic collapse was caused by consumers buying mortgages they couldn't afford and the housing collapse.,"['collapse', 'consumers']",1,1,"('consumers', 'collapse')",00:00:13
"Convulsions that occur after DTaP are usually not caused directly by the vaccine, but by a fever, which in turn was triggered by the vaccine.","['fever', 'vaccine']",1,1,"('vaccine', 'fever')",00:00:13
"To determine, once and for all, how the manakin was making its bizarre sounds, Bostwick and colleagues decided to take feather samples.","['manakin', 'sounds']",1,0,"('manakin', 'sounds')",00:00:14
Licenses and Permits are revenues from the selling of vendor and dog licenses and other items.,"['revenues', 'selling']",1,1,"('selling', 'revenues')",00:00:12
"More than 4500 tons of nitrogen oxides annually -- a pollutant that causes smog, acid rain, and contributes to asthma attacks and other breathing problems.","['pollutant', 'rain']",0,0,"('pollutant', 'rain')",00:00:18
Addiction and poverty lead to neglect and abuse.,"['Addiction', 'neglect']",0,0,"('Addiction', 'neglect')",00:00:13
The swelling of the vocal fold mucosa is caused by smoking.,"['swelling', 'smoking']",1,1,"('smoking', 'swelling')",00:00:15
"In conclusion, incubation of the aorta produces a specific reduction in agonist-evoked contraction.","['incubation', 'reduction']",0,0,"('incubation', 'reduction')",00:00:19
"The high humidity caused by the rainfall damaged the seed of PU already mature while the good soil moisture allowed the seed of SO, TO and OO to fill better.","['high humidity', 'rainfall']",1,1,"('rainfall', 'high humidity')",00:00:09
"First, the H5N1 virus has caused by far the greatest number of human cases of very severe disease and the greatest number of deaths.","['virus', 'disease']",0,0,"('virus', 'disease')",00:00:10
"Many symptoms of fight or flight are caused by chemical changes in the body, but these two symptoms of are caused by chronic, rapid, shallow breathing.","['symptoms', 'chemical changes']",1,1,"('chemical changes', 'symptoms')",00:00:13
"The assassination resulted in extensive arrests of governmental, security, and criminal figures.","['assassination', 'arrests']",0,0,"('assassination', 'arrests')",00:00:08
The storm resulted in 31 deaths and 2.5 million dollars damage.,"['storm', 'damage']",0,0,"('storm', 'damage')",00:00:09
Obama's economic policies are turning into a global disaster.,"['policies', 'disaster']",0,0,"('policies', 'disaster')",00:00:07
"Thus, evaluating capital punishment as a form of retribution is reduced by Sellin to merely estimating the proportion of capital murders that result in execution.","['murders', 'execution']",0,0,"('murders', 'execution')",00:00:10
Dizziness was caused by whiplash and head injury.,"['Dizziness', 'injury']",1,1,"('injury', 'Dizziness')",00:00:08
The hull caused a scratch on the eye and that is why it's not healing all the way.,"['hull', 'scratch']",0,0,"('hull', 'scratch')",00:00:30
The massacre resulted in a local and international onslaught.,"['massacre', 'onslaught']",0,0,"('massacre', 'onslaught')",00:00:14
"Both colds and flu cause inflammation of the mucous membranes (found in the nose, throat and mouth).","['colds', 'inflammation']",0,0,"('colds', 'inflammation')",00:00:10
Constipation is the most common cause of abdominal pain in the pediatric population.,"['Constipation', 'abdominal pain']",0,0,"('Constipation', 'abdominal pain')",00:00:07
Our country is resolving the war and poverty caused by the previous administration.,"['poverty', 'administration']",1,1,"('administration', 'poverty')",00:00:09
The pain was radiating from the contraction out to my hips and back and then down both my legs all the way to my toes.,"['pain', 'contraction']",1,1,"('contraction', 'pain')",00:00:08
"The fresh Muslim anger has been caused by the opening speech delivered by Pope Benedict XVI on September 12, 2006.","['anger', 'speech']",1,1,"('speech', 'anger')",00:00:12
Cold sores or fever blisters are caused by the herpes simplex virus and are usually relatively easy to identify.,"['Cold sores', 'virus']",1,1,"('virus', 'Cold sores')",00:00:17
The quarrel during the night of the crime was caused by money.,"['quarrel', 'money']",1,1,"('money', 'quarrel')",00:00:14
Sinusitis is the inflammation of the sinuses caused by a bacterial infection.,"['Sinusitis', 'infection']",1,1,"('infection', 'Sinusitis')",00:00:17
During the great fire of the aftershock in Tokyo in 1923 many Ginkgo trees survived while other trees died.,"['fire', 'aftershock']",1,1,"('aftershock', 'fire')",00:00:20
The major product arose from an attack of aromatic compound.,"['product', 'attack']",1,1,"('attack', 'product')",00:00:09
Interpolation of the missing samples repairs the waveform with a minimum of distortion.,"['Interpolation', 'distortion']",0,1,"('distortion', 'Interpolation')",00:00:20
The worst devastation around us has been caused by the abject failure of religious education.,"['devastation', 'education']",1,1,"('education', 'devastation')",00:00:15
"But among the heroin addicts especially, there is frequently a very severe depression, and depression is one of the main causes of suicide.","['depression', 'suicide']",0,0,"('depression', 'suicide')",00:00:17
"We minimized excessive flows that cause flooding, bank erosion, and habitat loss.","['flows', 'erosion']",0,0,"('flows', 'erosion')",00:00:08
"For example, measles and chickenpox cause rashes along with other symptoms.","['measles', 'rashes']",0,0,"('measles', 'rashes')",00:00:13
"However, the planning proposal has generated opposition from locals who have voiced fears over health issues.","['proposal', 'opposition']",0,0,"('proposal', 'opposition')",00:00:12
"Allaah decreed joy and sadness, because joy results in laughter and sadness leads to crying.","['joy', 'laughter']",0,0,"('joy', 'laughter')",00:00:08
Malaria is caused by infection with a parasite called Plasmodium that is transmitted by mosquitos.,"['Malaria', 'parasite']",1,1,"('parasite', 'Malaria')",00:00:09
The warmth was radiating from the fireplace to all corners of the room.,"['warmth', 'fireplace']",1,1,"('fireplace', 'warmth')",00:00:09
The reports regarding the casualties has been announced and the loss that has been caused by the quake is being estimated.,"['loss', 'quake']",1,1,"('quake', 'loss')",00:00:12
Air pollution from coal-fired power plants is large and varied and contributes to a significant number of negative environmental and health problems.,"['pollution', 'plants']",1,1,"('plants', 'pollution')",00:00:18
"Former Safety-Service Director Rex Katterheinrich estimated the city collecting $2.16 million in 2009, who took into account for the economic slowdown caused by the national recession.","['slowdown', 'recession']",1,1,"('recession', 'slowdown')",00:00:13
"Dr. Marshall is the discoverer of Helicobacter (H. pylori), the germ that causes peptic ulcer.","['germ', 'ulcer']",0,0,"('germ', 'ulcer')",00:00:11
"The sadness from divorce meant more if you were aware she was married very briefly to choreographer/director Michael Bennett, who shaped her career, then created the ""Chorus Line"" character around her in 1975.","['sadness', 'divorce']",1,1,"('divorce', 'sadness')",00:00:14
NGU (NonGonococcal Urethritis) is an infection of the urethra caused by pathogens ( germs ) other than gonorrhea.,"['infection', 'pathogens']",1,1,"('pathogens', 'infection')",00:00:17
The crash caused a gash on the west side of the Pentagon measuring 30 yards wide and 10 yards deep.,"['crash', 'gash']",0,0,"('crash', 'gash')",00:00:10
"A stimulant, nicotine causes a temporary increase in alertness and a calm feeling.","['nicotine', 'increase']",0,0,"('nicotine', 'increase')",00:00:10
He treated the pain from shingles as it persisted for long periods of time.,"['pain', 'shingles']",1,1,"('shingles', 'pain')",00:00:07
"There are many types and causes of headaches, from tension headaches due to stress to migraines triggered by certain foods.","['tension', 'headaches']",0,0,"('tension', 'headaches')",00:00:11
Patients with adenomyosis experience pain from this disease in the early 30's.,"['pain', 'disease']",1,1,"('disease', 'pain')",00:00:14
These tests establish baseline information on employees and help insure that they are appropriately matched to the physical demands of their jobs.,"['tests', 'information']",0,0,"('tests', 'information')",00:00:12
"Because the disorders are caused by defective lysosomal enzymes, with the result being lysosomal accumulation of pathway intermediates, these are often referred to as lysosomal storage diseases.","['disorders', 'enzymes']",1,1,"('enzymes', 'disorders')",00:00:15
"The current crisis was caused by the housing bubble, and the primary cause of the housing bubble was the Federal Reserve keeping interest rates at 1 percent.","['crisis', 'housing bubble']",1,1,"('housing bubble', 'crisis')",00:00:14
Both over-the-counter pain pills and prescription drugs cause medication-overuse headaches.,"['pills', 'headaches']",0,0,"('pills', 'headaches')",00:00:08
Most deaths from the accident were caused by radiation poisoning.,"['deaths', 'poisoning']",1,1,"('poisoning', 'deaths')",00:00:15
Bankers were assessing the loss caused by the poor performance of Gartmore's 340m pounds IPO this week after it needed to be scaled down and its price slashed.,"['loss', 'performance']",1,1,"('performance', 'loss')",00:00:13
GIS revealed a relationship between cracks caused by earthquakes and paddy fields.,"['cracks', 'earthquakes']",1,1,"('earthquakes', 'cracks')",00:00:14
Both bacteria cause mortality in target species via a lethal septicaemia as a result of spore germination.,"['bacteria', 'mortality']",0,0,"('bacteria', 'mortality')",00:00:08
Pancreatitis is an inflammation of the pancreas caused by a malfunction involving the digestive enzymes that the pancreas makes.,"['inflammation', 'malfunction']",1,1,"('malfunction', 'inflammation')",00:00:11
"The direct catastrophe caused by the earthquake was estimated at 10.2 billion euro, clearly justifying European intervention.","['catastrophe', 'earthquake']",1,1,"('earthquake', 'catastrophe')",00:00:13
"The damages caused by the fires that immediately broke out and raged for three days, were by far worse than those caused by the earthquake itself.","['damages', 'fires']",1,1,"('fires', 'damages')",00:00:13
He testified that cause of death was massive bleeding into the blood sac of the heart caused by a stab wound on the left chest.,"['death', 'wound']",1,1,"('wound', 'death')",00:00:13
"The scale of such landslides on natural slopes can be large enough to devastate entire villages or towns, such as the Huascaran Avalanche triggered by the Peru earthquake (1970, Mw = 7.8), or the complex slides caused by the Alaska earthquake in 1964 (Ms = 8.4).","['slides', 'earthquake']",1,1,"('earthquake', 'slides')",00:00:12
Chronic daily headaches are tension headaches or headaches which are caused by taking too many pain killers.,"['tension', 'headaches']",0,0,"('tension', 'headaches')",00:00:08
"A trend has been caused by the growing absolute numbers of young people on the planet, and by the rising unemployment rate.","['trend', 'rising unemployment rate']",1,1,"('rising unemployment rate', 'trend')",00:00:08
Birth defects are caused by drugs that the persons have been exposed to before birth.,"['Birth defects', 'drugs']",1,1,"('drugs', 'Birth defects')",00:00:08
"In these cases of fever from constipation there are no local signs except, perhaps, a varying amount of tenderness over the sigmoid flexure of the colon, but only appreciable where the distension of gut is extreme.","['fever', 'constipation']",1,1,"('constipation', 'fever')",00:00:08
"Toxoplasmosis is caused by infection with Toxoplasma gondii, an obligate intracellular parasite.","['Toxoplasmosis', 'parasite']",1,1,"('parasite', 'Toxoplasmosis')",00:00:17
"Most importantly, the shock and anger caused by the surprise attack on Pearl Harbor united a divided nation and was translated into a wholehearted commitment to victory in World War II.","['shock', 'attack']",1,1,"('attack', 'shock')",00:00:17
Morton's neuroma is the most common cause of localized pain in the third interspace and these diagnostic tests produce good indications of the condition.,"['neuroma', 'pain']",0,0,"('neuroma', 'pain')",00:00:15
"Furthermore, the substrate doping density at which impact ionization causes avalanche breakdown at the trench capacitor junction has been estimated.","['ionization', 'avalanche']",0,0,"('ionization', 'avalanche')",00:00:09
"Major disasters like cyclone, floods and the storm surges, drought are caused by climate change.","['cyclone', 'climate change']",1,1,"('climate change', 'cyclone')",00:00:19
Knee injuries from running are treated and prevented by following tips and performing stretches from Runner's World.com.,"['injuries', 'running']",1,1,"('running', 'injuries')",00:00:14
Ita s hard for me to fathom the craziness that has been caused by the H1N1 virus.,"['craziness', 'virus']",1,1,"('virus', 'craziness')",00:00:10
The displacement comes from low atmospheric pressure within the centre of the depression.,"['displacement', 'atmospheric pressure']",1,1,"('atmospheric pressure', 'displacement')",00:00:17
Dacryoadenitis is caused by local infection of the lacrimal gland by bacteria or viruses.,"['Dacryoadenitis', 'infection']",1,1,"('infection', 'Dacryoadenitis')",00:00:09
"Shortly after takeoff, an apparent systems malfunction has caused the inadvertent launch of an AIM-9 Sidewinder missile.","['malfunction', 'launch']",0,0,"('malfunction', 'launch')",00:00:17
"After the war, as the Midway was preparing for retirement, she was called upon one last time to the Philippines to help with an evacuation after the eruption of Mt. Pinatubo.","['evacuation', 'eruption']",1,1,"('eruption', 'evacuation')",00:00:10
The vibrations caused a violent twisting motion on the bridge.,"['vibrations', 'motion']",0,0,"('vibrations', 'motion')",00:00:10
To help doctors to know and cure headaches from medication overuse a revised criteria was published by the International Headache Society.,"['headaches', 'medication overuse']",1,1,"('medication overuse', 'headaches')",00:00:08
Head injuries are a common cause of unconsciousness and they occur in many sports like rugby and boxing.,"['injuries', 'unconsciousness']",0,0,"('injuries', 'unconsciousness')",00:00:14
The colouration has been caused by a blue dye.,"['colouration', 'dye']",1,1,"('dye', 'colouration')",00:00:23
"Occasionally, a dream proffers no solution but portrays only the anxiety which is generated by the conflict.","['anxiety', 'conflict']",1,1,"('conflict', 'anxiety')",00:00:11
"Using the product around the house killed germs that were causing flu, colds or sore throat.","['germs', 'sore throat']",0,0,"('germs', 'sore throat')",00:00:10
This consensus paper describes the essential skills that clinicians need to help persons who are experiencing grief after the death of a loved one.,"['grief', 'death']",1,1,"('death', 'grief')",00:00:12
"After making an impression the crowd with an a capella rendition of their national anthem, the South African were immediately under pressure.","['impression', 'rendition']",1,1,"('rendition', 'impression')",00:00:09
"Recently, marketing spending translated into revenue.","['marketing spending', 'revenue']",0,0,"('marketing spending', 'revenue')",00:00:13
"In reality, however, the drama has been caused by the erupting ash and smoke colliding with a lightning storm.","['drama', 'ash']",1,1,"('ash', 'drama')",00:00:12
"Yet on the whole, given the constraints of sticking so closely to the original book, the developer has crafted a thoroughly pleasing puzzle adventure.","['developer', 'adventure']",0,0,"('developer', 'adventure')",00:00:12
Corruption is one of the main causes of a global crisis that deprives more than a billion people of access to safe drinking water and more than 2.6 billion of access to sanitation systems.,"['Corruption', 'crisis']",0,0,"('Corruption', 'crisis')",00:00:08
"Many commercial soap, shower gel or cleanser products contain preservatives, colorants and chemicals that cause dryness, rashes, itchiness and roughness on the skin.","['colorants', 'rashes']",0,0,"('colorants', 'rashes')",00:00:25
"For all the pain caused by the great recession, the job market still was not in as bad shape as it had been during the depths of the early 1980s recession, until now.","['pain', 'recession']",1,1,"('recession', 'pain')",00:00:13
Landrieu where he saw firsthand the destruction caused by the hurricanes and the failure of the storm protection system.,"['destruction', 'hurricanes']",1,1,"('hurricanes', 'destruction')",00:00:16
Sea breezes are caused by cool and more dense air moving inland off the water.,"['breezes', 'air']",1,1,"('air', 'breezes')",00:00:08
"These germs cause several kinds of illnesses, such as diarrhea, meningitis or a cold.","['germs', 'diarrhea']",0,0,"('germs', 'diarrhea')",00:00:15
"The brown areas are caused by drought, brown patch, take-all-patch, chinch bugs or grubs.","['brown areas', 'drought']",1,1,"('drought', 'brown areas')",00:00:12
Many adults retain scars from acne breakouts during their teen years and feel marked for life.,"['scars', 'acne breakouts']",1,1,"('acne breakouts', 'scars')",00:00:08
"The slow suffocation of the cells swiftly cause unconsciousness and shock, soon followed by death.","['suffocation', 'shock']",0,0,"('suffocation', 'shock')",00:00:12
"In these cases, the disappointment from the purchase is not forgotten over time, but rather accumulates.","['disappointment', 'purchase']",1,1,"('purchase', 'disappointment')",00:00:10
"Unemployment, debt and poverty cause enormous stress.","['debt', 'stress']",0,0,"('debt', 'stress')",00:00:14
The earthquake was caused by the Anatolian plate and the Eurasian plate moving past each other.,"['earthquake', 'plate']",1,1,"('plate', 'earthquake')",00:00:16
"While it took only minutes for the Pacific tsunami and earthquake to cause havoc to the south coast of Samoa, the rebuilding and reconstruction efforts will take years.","['tsunami', 'havoc']",0,0,"('tsunami', 'havoc')",00:00:16
Many more resources are required in order to stem the devastation that has been caused by the epidemic throughout sub-Saharan Africa.,"['devastation', 'epidemic']",1,1,"('epidemic', 'devastation')",00:00:08
"In one case, the waterjet caused a large gouge on the bottom side of a a copper/ wood/copper piece.","['waterjet', 'gouge']",0,0,"('waterjet', 'gouge')",00:00:07
"Frustrations, threats, and conflicts cause stress.","['threats', 'stress']",0,0,"('threats', 'stress')",00:00:06
"The damages caused by mudslides, tremors, subsidence, superficial or underground water were verified, as well as swelling clay soils.","['damages', 'tremors']",1,1,"('tremors', 'damages')",00:00:08
The sound machine contained 10 sounds that his dog loved.,"['machine', 'sounds']",0,0,"('machine', 'sounds')",00:00:19
"The steam caused a backpressure on the VTD, resulting in the rupture disc opening.","['steam', 'backpressure']",0,0,"('steam', 'backpressure')",00:00:09
His death during one of the Portuguese raids caused the abandonment of the settlement.,"['death', 'abandonment']",0,0,"('death', 'abandonment')",00:00:15
Exposure to vapor causes intense watering and irritation to eyes.,"['Exposure', 'watering']",0,0,"('Exposure', 'watering')",00:00:16
The scandals are caused by the young female celebs who 'inadvertently' reveal glimpses of their naked faces as they get out of limousines.,"['scandals', 'celebs']",1,1,"('celebs', 'scandals')",00:00:11
The infection was caused by the contaminated chopsticks used by the parent to feed her child.,"['infection', 'chopsticks']",1,1,"('chopsticks', 'infection')",00:00:12
"A University of Michigan study of 756 recently unemployed job seekers has found that medical and emotional fallout, including depression, from unemployment continued even after two years, when 71 percent were re-employed.","['fallout', 'unemployment']",1,1,"('unemployment', 'fallout')",00:00:13
The accolade was decided upon after an intense discussion between about 200 members.,"['accolade', 'discussion']",1,1,"('discussion', 'accolade')",00:00:18
"Food poisoning is perhaps the commonest cause of abdominal pain, especially in the young dog or the scavenger type.","['poisoning', 'abdominal pain']",0,0,"('poisoning', 'abdominal pain')",00:00:19
"Instead, the success of the revolution is the reason for the celebration.","['success', 'celebration']",0,0,"('success', 'celebration')",00:00:21
I got a fever from exhaustion and it seems like I'm better but basically my body is suffering from major exhaustion so I'm always tired.,"['fever', 'exhaustion']",1,1,"('exhaustion', 'fever')",00:00:08
"The hinge caused a crack on the left side of my kindle, and Amazon has been horrible about helping with this issue.","['hinge', 'crack']",0,0,"('hinge', 'crack')",00:00:10
Injury of patients of the Bikini accident has been caused by the radiation of the fallout in contrast to the atomic bomb injury at Hiroshima and Nagasaki.,"['Injury', 'radiation']",1,1,"('radiation', 'Injury')",00:00:24
The abdominal distention caused by the worms was slightly asymmetrical when compared with the normal fright-induced swelling.,"['distention', 'worms']",1,1,"('worms', 'distention')",00:00:19
"More than thirty people lost their lives in June, in the disaster caused by torrential rains in Hiroshima Prefecture, and in September more than thirty people lost their lives in the damage caused by the typhoon that swept through various regions, centering on Kumamoto Prefecture.","['disaster', 'rains']",1,1,"('rains', 'disaster')",00:00:19
Learning about the dynamics of addiction starts from repairing the damage that has been caused by the addiction.,"['damage', 'addiction']",1,1,"('addiction', 'damage')",00:00:08
A febrile seizure is a convulsion in a child triggered by a fever.,"['convulsion', 'fever']",1,1,"('fever', 'convulsion')",00:00:13
"Recently, there is a movement afoot, instigated by the heterodox section of the community, as well as by the followers of the Gatha Alone Cultists to proselytise others to become ""Zarthushtis"".","['movement', 'community']",1,1,"('community', 'movement')",00:00:09
"Regardless I got my life back, sadness from divorce is GONE I am thrilled I am not bleeding, dont need red shorts to walk my daughter to the park.","['sadness', 'divorce']",1,1,"('divorce', 'sadness')",00:00:16
He is personally responsible for the carnage that has been caused by the fight.,"['carnage', 'fight']",1,1,"('fight', 'carnage')",00:00:14
Peters's pain and symptoms were caused by the automobile accident.,"['pain', 'accident']",1,1,"('accident', 'pain')",00:00:20
Sensitive pets experience rashes and discomfort from ticks and fleas.,"['rashes', 'fleas']",1,1,"('fleas', 'rashes')",00:00:15
"""Morning Sickness"" is a bit of a misnomer, as nausea from pregnancy; it can happen at any time of the day.","['nausea', 'pregnancy']",1,1,"('pregnancy', 'nausea')",00:00:18
Some people took this as an indication that the increase was caused by the MMR vaccine.,"['increase', 'vaccine']",1,1,"('vaccine', 'increase')",00:00:09
"The wind caused a neat effect on the smoke clouds though, causing a corkscrew in the otherwise straight line.","['wind', 'corkscrew']",0,0,"('wind', 'corkscrew')",00:00:13
"A women fear from darkness, insects, cockroaches, mice, lizards, spiders and more and more.","['fear', 'cockroaches']",1,1,"('cockroaches', 'fear')",00:00:11
Bacteria and comedonal debris cause acne pimples or pustules (inflammatory lesions).,"['debris', 'pustules']",0,0,"('debris', 'pustules')",00:00:21
An oil spill caused by a collision between a ship and a barge closed the ship channel servicing the nation's second largest port.,"['spill', 'collision']",1,1,"('collision', 'spill')",00:00:09
"Excessive anxiety, worry or fear are among the causes of heart attack.","['fear', 'heart attack']",0,0,"('fear', 'heart attack')",00:00:11
Medical bills make up half of bankruptcies.,"['bills', 'bankruptcies']",0,0,"('bills', 'bankruptcies')",00:00:14
"In reality, acne is caused by bacteria and oil on the skin.","['acne', 'bacteria']",1,1,"('bacteria', 'acne')",00:00:14
The 77-year-old is suffering from exhaustion and he will undergo medical tests.,"['suffering', 'exhaustion']",1,1,"('exhaustion', 'suffering')",00:00:07
We began to reverse the damage to one of the greatest rivers in the state caused by the construction of a dam nearly 70 years ago.,"['damage', 'construction']",1,1,"('construction', 'damage')",00:00:10
A loop emiting short flashes of light is projected onto volunteer members of the audience.,"['loop', 'light']",0,0,"('loop', 'light')",00:00:11
Earthquakes are caused by movement of the earth's crust along this fault.,"['Earthquakes', 'movement']",1,1,"('movement', 'Earthquakes')",00:00:13
"The tsunami was generated by an undersea landslide, which was triggered by the earthquake.","['landslide', 'earthquake']",1,1,"('earthquake', 'landslide')",00:00:16
The dancing duo caused a stir on the 2008 series of the show with their infusion of classic Michael Jackson songs and dance moves mixed with bangra.,"['duo', 'stir']",0,0,"('duo', 'stir')",00:00:15
The deeper currents are caused by heat from the sun.,"['currents', 'heat']",1,1,"('heat', 'currents')",00:00:13
An alert victim with a broken neck or severely torn ligament has enough discomfort from the injury and muscle spasm to force him to hold his neck still.,"['discomfort', 'injury']",1,1,"('injury', 'discomfort')",00:00:11
The Affiliate Classroom promotes the direct sales and gets commission from the selling of products.,"['commission', 'selling']",1,1,"('selling', 'commission')",00:00:12
The act of repeated hand washing is the compulsive behavior performed in an attempt to remove the anxiety caused by the obsessive thought.,"['anxiety', 'thought']",1,1,"('thought', 'anxiety')",00:00:11
In relation to the catastrophe caused by the rains of recent days in the Sierra and Coastal zones of Chiapas.,"['catastrophe', 'rains']",1,1,"('rains', 'catastrophe')",00:00:18
The development of oil palm plantations is one of the biggest causes of rainforest clearance.,"['development', 'clearance']",0,0,"('development', 'clearance')",00:00:09
Asthma causes swelling and narrowing of the airways.,"['Asthma', 'swelling']",0,0,"('Asthma', 'swelling')",00:00:13
"The weekend snowstorm caused delays that had some passengers still stuck in Washington, DC on Monday night.","['snowstorm', 'delays']",0,0,"('snowstorm', 'delays')",00:00:15
"Global warming pollution from cars, light trucks and SUV's is the single largest source of global warming pollution generated in Maine.","['pollution', 'cars']",1,1,"('cars', 'pollution')",00:00:11
"Cervical strain results from the physical stresses of everyday life, including poor posture, muscle tension from psychologic stress or poor sleeping.","['tension', 'poor sleeping']",1,-1,[],00:00:13
The reference clock signal originates from an internal clock source.,"['signal', 'source']",1,1,"('source', 'signal')",00:00:11
The chemical reaction in the water caused a bubbling affect on the surface.,"['reaction', 'affect']",0,0,"('reaction', 'affect')",00:00:13
The conflict is rooted in an ongoing refusal by the Palestinians and the Arab world to recognize the right of the Jewish people.,"['conflict', 'refusal']",1,1,"('refusal', 'conflict')",00:00:10
A spot fire is caused by burning embers being blown away by high winds that occur during bushfires.,"['fire', 'embers']",1,1,"('embers', 'fire')",00:00:18
A rock in the road caused an accident by breaking the rear wheel on the wagon.,"['rock', 'accident']",0,0,"('rock', 'accident')",00:00:05
Ditto for his funny turn as a man who instigates the kidnapping of his own wife in E Niwas's Love Ke Liye Kuch Bhi Karega.,"['man', 'kidnapping']",0,0,"('man', 'kidnapping')",00:00:12
"The explosion caused a gas leak on the pipeline near the village of Pouce Coupe, south of Dawson Creek.","['explosion', 'gas leak']",0,0,"('explosion', 'gas leak')",00:00:11
A spaghetti pie served at a church dinner had caused the poisoning of one hundred people.,"['pie', 'poisoning']",0,0,"('pie', 'poisoning')",00:00:21
My dog has a fever from allergies he was given clavamox and a shot.,"['fever', 'allergies']",1,1,"('allergies', 'fever')",00:00:15
"The shooting stemmed from an argument the two students had ""in the community"" over the weekend.","['shooting', 'argument']",1,1,"('argument', 'shooting')",00:00:10
Part of the problem is rooted in an ill-conceived state law.,"['problem', 'law']",1,1,"('law', 'problem')",00:00:08
An important challenge for the new administration was to address the insecurity and poverty caused by civil war.,"['insecurity', 'war']",1,1,"('war', 'insecurity')",00:00:07
Phone masts for the high-tech third generation mobile phones cause headaches and nausea.,"['masts', 'nausea']",0,0,"('masts', 'nausea')",00:00:14
"Various hormonal, bacterial and inflammatory disturbances cause acne.","['disturbances', 'acne']",0,0,"('disturbances', 'acne')",00:00:08
Paralysis or convulsions are caused by hormone deficiencies and imbalances.,"['Paralysis', 'imbalances']",1,1,"('imbalances', 'Paralysis')",00:00:12
Conflict had caused the collapse of the Somali Republic.,"['Conflict', 'collapse']",0,0,"('Conflict', 'collapse')",00:00:11
The fatal mistake caused a quarrel between different companies.,"['mistake', 'quarrel']",0,0,"('mistake', 'quarrel')",00:00:10
Many disorders of the stomach and intestines cause nausea and vomiting.,"['disorders', 'vomiting']",0,0,"('disorders', 'vomiting')",00:00:10
These are all symptoms of the muscle paralysis caused by the bacterial toxin.,"['paralysis', 'toxin']",1,1,"('toxin', 'paralysis')",00:00:25
It was the destruction of the gold standard by the government that caused the unprecedented collapse in the world economy.,"['destruction', 'collapse']",0,0,"('destruction', 'collapse')",00:00:15
"Coughing from asthma is worse at night or early in the morning, making it hard to sleep.","['Coughing', 'asthma']",1,1,"('asthma', 'Coughing')",00:00:11
The Obama administration supports ending the use of antibiotics for growth and feed efficiency in food animals.,"['antibiotics', 'growth']",0,0,"('antibiotics', 'growth')",00:00:11
"The primary electron beam was generated by an electrostatically focused electron gun, with a rhenium strip cathode.","['beam', 'gun']",1,1,"('gun', 'beam')",00:00:15
"Higher doses of cocaine cause convulsions, severe maternal weight loss and increased maternal mortality.","['cocaine', 'mortality']",0,0,"('cocaine', 'mortality')",00:00:10
A dog loose on the carriageway caused a five-vehicle crash on the M25 on Wednesday morning.,"['dog', 'crash']",0,0,"('dog', 'crash')",00:00:12
"In economic terms, pollution from fossil fuels is regarded as a negative externality and should be taxed.","['pollution', 'fuels']",1,1,"('fuels', 'pollution')",00:00:13
"Third, air and water pollution from fossil fuels are a huge problem in China.","['pollution', 'fuels']",1,1,"('fuels', 'pollution')",00:00:13
"In 1880, there was a strong typhoon and an earthquake that lead to the destruction of the instrument.","['typhoon', 'destruction']",0,0,"('typhoon', 'destruction')",00:00:15
Speeding is one of the more obvious causes of pedestrian accidents.,"['Speeding', 'accidents']",0,0,"('Speeding', 'accidents')",00:00:10
"The high temperature caused a decomposition reaction, increased the inner pressure of the reactor, and resulted in a rupture.","['high temperature', 'decomposition reaction']",0,0,"('high temperature', 'decomposition reaction')",00:00:10
